Snack Name,Brand,Snack Category,Snack Type,Plant-Based,Units Sold (in Millions),Revenue (in Millions)
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.18,12.33
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.28,13.01
Snickers,Mars,Chocolate,Sweet,No,11.44,10.61
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.32,9.28
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.35,14.29
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.34,16.0
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.31,14.95
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.25,7.01
Snickers,Mars,Chocolate,Sweet,No,11.14,10.53
Snickers,Mars,Chocolate,Sweet,No,10.9,9.59
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.75,12.98
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.52,11.88
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.18,14.02
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.77,6.07
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.27,9.53
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.11,8.66
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.48,8.25
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.23,8.88
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.17,5.45
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.4,11.01
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.01,8.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.36,11.62
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.42,7.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.33,10.41
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.35,7.09
Snickers,Mars,Chocolate,Sweet,No,9.69,8.96
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.05,8.26
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.58,6.5
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.25,8.93
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.99,7.37
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.64,13.12
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.59,9.92
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.95,9.77
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.96,10.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.35,6.89
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.15,5.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.63,11.16
Snickers,Mars,Chocolate,Sweet,No,10.1,8.91
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.06,9.92
Snickers,Mars,Chocolate,Sweet,No,10.11,9.23
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.73,11.62
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.11,8.43
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.52,13.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.43,14.48
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.68,10.31
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.89,11.2
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.49,15.74
Snickers,Mars,Chocolate,Sweet,No,6.82,6.06
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.31,18.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.01,7.93
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.79,14.24
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.82,9.89
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.16,12.18
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.58,14.21
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.37,14.46
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.19,8.43
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.97,11.33
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.19,9.34
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.78,9.27
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.57,10.48
Snickers,Mars,Chocolate,Sweet,No,15.52,14.38
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.51,7.51
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.25,5.82
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.29,9.05
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.13,7.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.15,7.77
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.73,6.9
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.73,9.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.13,11.91
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.52,13.14
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.22,6.75
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.26,18.54
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.56,11.05
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.3,8.94
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.19,6.41
Snickers,Mars,Chocolate,Sweet,No,11.93,10.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.59,8.56
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.81,6.6
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.72,11.63
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.9,9.52
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.73,12.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.22,19.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.54,14.12
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,4.97,4.3
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.38,15.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.89,15.91
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.86,4.33
Snickers,Mars,Chocolate,Sweet,No,10.45,9.67
Snickers,Mars,Chocolate,Sweet,No,12.77,10.46
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.2,15.69
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.35,6.32
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.85,14.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.87,9.58
Snickers,Mars,Chocolate,Sweet,No,6.25,5.47
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.03,7.33
Snickers,Mars,Chocolate,Sweet,No,10.43,8.83
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.03,19.19
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.51,11.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.7,10.2
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,16.62,19.99
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.92,9.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.67,15.17
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.45,16.53
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.37,9.7
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.27,6.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.39,8.83
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.97,8.57
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.39,5.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.05,10.11
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.75,15.95
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.61,10.86
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.43,12.3
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.29,10.4
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.04,11.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.76,6.49
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.55,12.86
Snickers,Mars,Chocolate,Sweet,No,9.03,9.22
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.78,5.11
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.35,12.27
Snickers,Mars,Chocolate,Sweet,No,9.83,8.31
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.64,7.61
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.2,9.3
Snickers,Mars,Chocolate,Sweet,No,12.66,11.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.74,11.5
Snickers,Mars,Chocolate,Sweet,No,12.36,12.42
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.57,10.9
Snickers,Mars,Chocolate,Sweet,No,6.63,6.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.63,19.11
Snickers,Mars,Chocolate,Sweet,No,10.59,9.28
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.63,9.77
Snickers,Mars,Chocolate,Sweet,No,10.46,9.38
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.89,8.91
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.4,18.98
Snickers,Mars,Chocolate,Sweet,No,8.92,8.58
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.96,17.12
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.6,9.98
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.61,19.06
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.45,12.33
Snickers,Mars,Chocolate,Sweet,No,9.34,8.48
Snickers,Mars,Chocolate,Sweet,No,11.25,10.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.7,14.52
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.15,7.59
Snickers,Mars,Chocolate,Sweet,No,9.95,8.54
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.19,13.09
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.92,9.68
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.15,12.83
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.48,12.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.13,6.09
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.74,11.47
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.26,8.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.4,10.66
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.39,12.58
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.85,16.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.96,9.72
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.3,17.06
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.93,12.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.53,9.18
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.3,12.76
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.91,8.68
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.84,13.5
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.68,13.16
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.14,12.26
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.39,11.39
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.01,18.25
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.61,8.86
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.59,11.88
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.77,16.37
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.05,7.25
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.24,6.7
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.12,14.16
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.33,8.08
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.83,4.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.8,9.78
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.03,10.3
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.99,7.12
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.44,7.66
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.09,11.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.48,10.42
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.72,8.37
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.13,18.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.31,8.89
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.03,16.55
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.11,6.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.42,14.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.06,11.74
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.26,7.51
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.58,9.71
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.8,16.96
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.36,20.06
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.36,8.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.73,10.45
Snickers,Mars,Chocolate,Sweet,No,8.44,7.54
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.0,12.93
Snickers,Mars,Chocolate,Sweet,No,10.85,9.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.76,6.9
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.95,15.47
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.66,13.09
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.67,8.35
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.7,17.07
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.16,11.65
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.46,9.27
Snickers,Mars,Chocolate,Sweet,No,10.99,10.06
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.58,11.23
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.99,8.21
Snickers,Mars,Chocolate,Sweet,No,7.49,6.46
Snickers,Mars,Chocolate,Sweet,No,9.26,8.41
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.84,13.36
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.46,15.51
Snickers,Mars,Chocolate,Sweet,No,9.84,9.25
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.73,8.74
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.21,13.07
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.56,12.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.63,10.88
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.97,12.61
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.21,14.34
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.85,12.13
Snickers,Mars,Chocolate,Sweet,No,8.73,7.25
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.44,7.82
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.53,12.86
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.77,15.16
Snickers,Mars,Chocolate,Sweet,No,8.53,7.81
Snickers,Mars,Chocolate,Sweet,No,9.91,8.93
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.1,13.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.13,6.99
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.28,10.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.9,19.06
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.83,7.55
Snickers,Mars,Chocolate,Sweet,No,9.98,8.49
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.38,7.31
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.22,10.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.95,11.29
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.99,12.04
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.17,15.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.81,12.45
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.92,11.78
Snickers,Mars,Chocolate,Sweet,No,10.15,8.77
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.09,13.35
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.06,17.15
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.12,13.07
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.18,9.76
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.48,8.94
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.21,8.9
Snickers,Mars,Chocolate,Sweet,No,10.58,10.33
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.45,8.74
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.62,9.58
Snickers,Mars,Chocolate,Sweet,No,10.17,8.48
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.55,11.21
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.2,12.12
Snickers,Mars,Chocolate,Sweet,No,11.27,9.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.0,15.66
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.46,9.29
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.54,7.5
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.78,10.44
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.39,5.95
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.31,19.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.39,8.87
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.81,9.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.76,10.89
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.92,6.49
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.27,10.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.97,16.37
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.54,5.28
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.98,9.97
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.85,7.08
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.63,5.2
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.84,7.37
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.68,7.9
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.34,8.23
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.16,7.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.29,9.96
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.29,11.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.18,9.68
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.78,12.47
Snickers,Mars,Chocolate,Sweet,No,7.88,7.19
Snickers,Mars,Chocolate,Sweet,No,10.99,9.22
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.08,8.58
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.59,6.87
Snickers,Mars,Chocolate,Sweet,No,9.22,7.71
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.45,15.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.54,3.99
Snickers,Mars,Chocolate,Sweet,No,12.06,11.52
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.77,11.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.73,11.34
Snickers,Mars,Chocolate,Sweet,No,7.43,6.81
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.26,9.16
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.31,17.19
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.39,10.52
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,6.56,5.93
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.05,9.36
Snickers,Mars,Chocolate,Sweet,No,12.18,11.51
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.4,10.07
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.82,6.86
Snickers,Mars,Chocolate,Sweet,No,10.76,9.26
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.82,8.66
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.0,6.99
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.44,9.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.45,17.33
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.27,5.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.39,9.65
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.3,12.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.77,7.44
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.46,9.35
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.52,7.67
Snickers,Mars,Chocolate,Sweet,No,14.83,13.42
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.46,16.24
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.16,9.92
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.02,10.25
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.59,9.6
Snickers,Mars,Chocolate,Sweet,No,11.37,10.04
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.5,20.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.8,9.92
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.22,19.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.42,10.83
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.64,6.44
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.96,18.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.78,14.13
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.83,15.21
Snickers,Mars,Chocolate,Sweet,No,7.32,6.6
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,10.05,8.6
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.25,11.35
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.01,11.18
Snickers,Mars,Chocolate,Sweet,No,8.78,8.12
Snickers,Mars,Chocolate,Sweet,No,12.77,11.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.54,8.3
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.43,10.15
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.26,7.19
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.2,8.64
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.66,10.55
Snickers,Mars,Chocolate,Sweet,No,10.92,9.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.97,6.89
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.78,14.64
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.49,16.99
Snickers,Mars,Chocolate,Sweet,No,10.89,9.29
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.69,8.62
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,10.16,9.04
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.25,17.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.43,12.86
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.42,11.47
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.52,12.29
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.1,13.43
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.84,7.65
Snickers,Mars,Chocolate,Sweet,No,8.64,7.64
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.91,10.61
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.64,11.75
Snickers,Mars,Chocolate,Sweet,No,10.13,9.06
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.3,14.21
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.25,9.69
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.13,15.42
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.8,12.74
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.23,16.72
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.23,4.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.27,8.11
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.21,13.8
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.82,12.05
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.64,14.04
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.21,18.4
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.82,7.36
Snickers,Mars,Chocolate,Sweet,No,13.65,12.17
Snickers,Mars,Chocolate,Sweet,No,11.43,10.16
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.15,13.34
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.6,5.0
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.88,10.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.55,6.36
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.2,8.65
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.73,18.2
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.56,7.36
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.79,10.98
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.47,7.47
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.33,10.71
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.57,6.11
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.27,10.18
